source,target
SaraMansutti,CarlPaltr
SaraMansutti,RSAorg
stefanovil,EURONEWSproject
JeffreyJDean,PhdNatale
RSAorg,PhdNatale
shakesinireland,MarshsLibrary
anitaocooper,tcdlibrary
anitaocooper,TLRHub
Library_RIA,tcdlibrary
Library_RIA,TLRHub
RSAorg,tcdlibrary
RSAorg,TLRHub
RSAorg,CarlPaltr
RSAorg,RSAorg
CarlPaltr,RSAorg
tcdlibrary,TLRHub
egaffney4,EURONEWSproject
corkdfas,MarshsLibrary
C21editions,EURONEWSproject
JeffreyJDean,RachelJWillie
mikecosgrave,EURONEWSproject
JeffreyJDean,MarshsLibrary
KreuzeWouter,EURONEWSproject
JeffreyJDean,vitticomacchi
RSAorg,EMoBookTrade
RSAorg,RachelJWillie
ArtmuseumNews,ilzazzerino
RSAorg,MarshsLibrary
RSAorg,ilzazzerino
RSAorg,vitticomacchi
RSAorg,GalenOfPergamum
RSAorg,RSAorg
RSAorg,EURONEWSproject
SaraMansutti,EURONEWSproject
DavideBoerio,EURONEWSproject
EnglishUCC,EURONEWSproject
JohannesStoffel,MarshsLibrary
BridMcGrath,MarshsLibrary
AndreaOttone2,EMoBookTrade
iberianart,UDelPress
iberianart,UDelPress
iberianart,RSAorg
melkatrey,GalenOfPergamum
melkatrey,RSAorg
HPSshouts,GalenOfPergamum
HPSshouts,RSAorg
egaffney4,GalenOfPergamum
egaffney4,RSAorg
GalenOfPergamum,RSAorg
GerhardLauer,EMoBookTrade
AlbertoGamGon,EMoBookTrade
puckinspirit,susannegruss
TomosEvans01,UDelPress
TomosEvans01,UDelPress
TomosEvans01,RSAorg
bobbyholunder,UDelPress
bobbyholunder,UDelPress
bobbyholunder,RSAorg
RSAorg,UDelPress
RSAorg,UDelPress
RSAorg,RSAorg
SHARPorg,andiesilva
SHARPorg,SHARPorg
egaffney4,UDelPress
egaffney4,UDelPress
egaffney4,RSAorg
jotis13,RSAorg
ArtmuseumNews,RSAorg
UDelPress,UDelPress
UDelPress,RSAorg
jotis13,andiesilva
jotis13,SHARPorg
ArtmuseumNews,melis50235155
RSAorg,andiesilva
RSAorg,SHARPorg
RSAorg,melis50235155
andiesilva,SHARPorg
jotis13,rhetorician
restalrig,rhetorician
GalenOfPergamum,RSAorg
GalenOfPergamum,RSAorg
GalenOfPergamum,RSAorg
GalenOfPergamum,NGIreland
GalenOfPergamum,cccdub
GalenOfPergamum,EdwardWorthLib
GalenOfPergamum,MoLI_Museum
hudstrode,RSAorg
hudstrode,RSAorg
maxson_brian,RSAorg
maxson_brian,RSAorg
QuotesandPlays,owilliamsdc
RSAorg,owilliamsdc
Elizabe73262080,owilliamsdc
owilliamsdc,RSAorg
owilliamsdc,RSAorg
JMMorenoMadrid,aceved0villalba
ArtmuseumNews,RSAorg
ArtmuseumNews,RSAorg
RSAorg,RSAorg
LindaAnnNolan,LouisaMcKenzie
LindaAnnNolan,ExploreWellcome
LouisaMcKenzie,ExploreWellcome
CarlPaltr,samfjf
CarlPaltr,RSAorg
EricKetelaar,emilieKMmurphy
LaboratorioUT2J,samfjf
LaboratorioUT2J,RSAorg
ikonotaph,magdajanosik
gg_beduschi,samfjf
gg_beduschi,RSAorg
ArtmuseumNews,emilieKMmurphy
RSAorg,aceved0villalba
RSAorg,emilieKMmurphy
RSAorg,samfjf
RSAorg,RSAorg
RSAorg,RenSwordClub
LalaineLittle,rhetorician
samfjf,RSAorg
samfjf,RSAorg
LalaineLittle,RSAorg
samfjf,RSAorg
vila_nuno,aceved0villalba
ErcRutter,aceved0villalba
HPSshouts,aceved0villalba
hoposjournal,aceved0villalba
renascimed,aceved0villalba
UCDflowerpower,rhetorician
TomosEvans01,rhetorician
RSAorg,EMoBookTrade
RSAorg,chnm
RSAorg,rhetorician
cathy_shrank,rhetorician
jotis13,chnm
worldhistcommon,chnm
CLLMcCallum,rhetorician
e_b_wood,rhetorician
susandamussen,rhetorician
jesshamlet,CristinaLAlfar
jesshamlet,rhetorician
sourdoughchef,rhetorician
profastreete,rhetorician
librarianmouse,rhetorician
CristinaLAlfar,rhetorician
DrSonjaKleij,rhetorician
BridMcGrath,rhetorician
AnnMariaWalsh,rhetorician
emilieKMmurphy,rhetorician
lrbobrien,rhetorician
ArtmuseumNews,RSAorg
FERichardsUK,LouisaMcKenzie
ArtmuseumNews,RSAorg
ArtmuseumNews,RSAorg
ArtmuseumNews,NGIreland
ArtmuseumNews,cccdub
ArtmuseumNews,EdwardWorthLib
ArtmuseumNews,MoLI_Museum
RSAorg,RSAorg
RSAorg,NGIreland
RSAorg,cccdub
RSAorg,EdwardWorthLib
RSAorg,MoLI_Museum
gianamar97,sourdoughchef
DurhamMEMSA,RSAorg
ClemenceRevest,RSAorg
martinamampy,RSAorg
ArtmuseumNews,RSAorg
RSAorg,BunyanSociety
CMRR_Winchester,BunyanSociety
onslies,_EMoDiR_
AHHEresearch,_EMoDiR_
JessicaLBecker,_EMoDiR_
EarlyModerns,BunyanSociety
LindaAnnNolan,_EMoDiR_
DrCLaoutaris,_EMoDiR_
mems_ukc,_EMoDiR_
KarinSennefelt,_EMoDiR_
RSAorg,_EMoDiR_
stefanovil,_EMoDiR_
helena_w_strom,_EMoDiR_
Carolyngian,Brepols
LC_Beguines,Brepols
LC_Beguines,UCLA_CMRS
CarrieGrif,Brepols
CarrieGrif,UCLA_CMRS
canderson771,elsjevankessel
canderson771,RSAorg
RSAorg,elsjevankessel
RSAorg,RSAorg
ArtHistoryStA,elsjevankessel
ArtHistoryStA,RSAorg
elsjevankessel,LFG_Hist
elsjevankessel,RSAorg
agecsmiberia,LFG_Hist
agecsmiberia,RSAorg
LFG_Hist,RSAorg
LFG_Hist,elsjevankessel
LFG_Hist,RSAorg
elsjevankessel,RSAorg
maxson_brian,RSAorg
RSAorg,FERichardsUK
RSAorg,mems_ukc
RSAorg,rhetorician
ArtmuseumNews,RSAorg
JessicaLBecker,RSAorg
iberianart,RSAorg
Clarinda_Calma,RSAorg
a__medievalist,Brepols
marshelle_w,markronan79
RSAorg,markronan79
agecsmiberia,Brepols
agecsmiberia,UCLA_CMRS
prof_gabriele,Brepols
prof_gabriele,UCLA_CMRS
UCLA_CMRS,Brepols
UCLA_CMRS,UCLA_CMRS
bobbyholunder,Brepols
bobbyholunder,UCLA_CMRS
a__medievalist,Brepols
a__medievalist,UCLA_CMRS
Brepols,UCLA_CMRS
mems_ukc,FERichardsUK
mems_ukc,mems_ukc
HPSshouts,FERichardsUK
HPSshouts,mems_ukc
FERichardsUK,mems_ukc
FERichardsUK,ana_strl
FERichardsUK,RSAorg
HISTOIRE_DU_VIN,Brepols
3mKa1,Brepols
ArnaldusV,Brepols
HistArkeo,Brepols
kiranamehta,timpwade
RSAorg,timpwade
DigtalHumanatee,rcmidura
DigtalHumanatee,MaddenAmanda
pavaobot,rcmidura
pavaobot,MaddenAmanda
Real_Person_DH,rcmidura
Real_Person_DH,MaddenAmanda
rcmidura,MaddenAmanda
DelphMontoliu,Brepols
IRHT_CNRS,Brepols
DannyBuckUEA,timpwade
DrKLMcKeogh,timpwade
OxfordCIH,timpwade
un_sissel,Brepols
maybe_elif,Brepols
gndrhistbot,Brepols
st_nozawa,Brepols
SegoAG,RSAorg
FERichardsUK,anne_goldgar
FERichardsUK,RSAorg
FERichardsUK,RSAorg
RSAorg,PH_BAS_PhD
LeblancHelene4,PH_BAS_PhD
owilliamsdc,RSAorg
iberianart,RSAorg
RosieBonte,Brepols
ArtmuseumNews,RSAorg
ChrisVandenBor4,Brepols
RSAorg,emilieKMmurphy
iberianart,RSAorg
maxson_brian,RSAorg
ArtmuseumNews,RSAorg
RSAorg,jotis13
RSAorg,RichardTYoder1
EarlyMusicNews,RSAorg
RSAorg,lcyflmng
ArtmuseumNews,RSAorg
RSAorg,adam_shear
RSAorg,RSAorg
adam_shear,RSAorg
RSAorg,e_b_wood
cheapsellotape,_EMoDiR_
ArtmuseumNews,RSAorg
ArtmuseumNews,RSAorg
RSAorg,RSAorg
babysses,MarshsLibrary
RSAorg,theaterjudgment
RSAorg,pdurdel
RSAorg,RSAorg
theaterjudgment,pdurdel
theaterjudgment,RSAorg
hudstrode,RSAorg
LittonHelen,MarshsLibrary
alexander_c_lee,barrytorch14
redeh_moderna,MarshsLibrary
RSAorg,MarshsLibrary
JoannemtMurphy,MarshsLibrary
rkargakou,MarshsLibrary
GibsonLibrary,MarshsLibrary
karenjmcdonnell,MarshsLibrary
Jodesdublin,MarshsLibrary
ArtmuseumNews,CarlPaltr
ArtmuseumNews,RSAorg
RSAorg,PhdNatale
RSAorg,AllenShotwell
RSAorg,LindaAnnNolan
RSAorg,RSAorg
LindaAnnNolan,RSAorg
petermrl,Julien_LeMauff
petermrl,RSAorg
LindaAnnNolan,RSAorg
RSAorg,CarlPaltr
RSAorg,RSAorg
CarlPaltr,RSAorg
RSAorg,Julien_LeMauff
RSAorg,RSAorg
RSAorg,LouisaMcKenzie
Julien_LeMauff,RSAorg
KnowStudents,RSAorg
CecileFromont,RSAorg
JohannPetitjean,RSAorg
RSAorg,barrytorch14
RSAorg,EMLoneliness
RSAorg,RSAorg
RSAorg,ThomasCliftonA5
RSAorg,owilliamsdc
RSAorg,RSAorg
owilliamsdc,RSAorg
MiraAssafK,owilliamsdc
MiraAssafK,RSAorg
MaddenAmanda,RSAorg
Julien_LeMauff,RSAorg
owilliamsdc,RSAorg
EMLoneliness,RSAorg
EMLoneliness,ThomasCliftonA5
